date,heure,motif,disponibilite
06_01_22,09_00_34,renouvelement_TDS,0
06_01_22,09_00_56,retrait_TDS,1
06_01_22,09_01_37,retrait_recepisse,0
06_01_22,09_01_59,retrait_DCEM_TVR_TIV,0
06_01_22,09_02_21,regularisation_sejour,0
06_01_22,10_00_12,depot_1er_TDS,0
06_01_22,10_00_33,renouvelement_TDS,0
06_01_22,10_00_54,retrait_TDS,0
06_01_22,10_01_15,retrait_recepisse,0
06_01_22,10_01_35,retrait_DCEM_TVR_TIV,0
06_01_22,10_01_59,regularisation_sejour,0
06_01_22,11_00_14,depot_1er_TDS,0
06_01_22,11_00_35,renouvelement_TDS,0
06_01_22,11_00_56,retrait_TDS,0
06_01_22,11_01_17,retrait_recepisse,0
06_01_22,11_01_37,retrait_DCEM_TVR_TIV,0
06_01_22,11_01_59,regularisation_sejour,0
06_01_22,12_00_10,depot_1er_TDS,0
06_01_22,12_00_31,renouvelement_TDS,0
06_01_22,12_00_52,retrait_TDS,0
06_01_22,12_01_14,retrait_recepisse,0
06_01_22,12_01_35,retrait_DCEM_TVR_TIV,0
06_01_22,12_01_56,regularisation_sejour,0
06_01_22,13_00_11,depot_1er_TDS,0
06_01_22,13_00_33,renouvelement_TDS,0
06_01_22,13_00_54,retrait_TDS,0
06_01_22,13_01_15,retrait_recepisse,0
06_01_22,13_01_37,retrait_DCEM_TVR_TIV,0
06_01_22,13_01_59,regularisation_sejour,0
06_01_22,14_00_10,depot_1er_TDS,1
06_01_22,14_00_51,renouvelement_TDS,0
06_01_22,14_01_12,retrait_TDS,0
06_01_22,14_01_33,retrait_recepisse,0
06_01_22,14_01_54,retrait_DCEM_TVR_TIV,0
06_01_22,14_02_17,regularisation_sejour,0
06_01_22,15_00_14,depot_1er_TDS,0
06_01_22,15_00_36,renouvelement_TDS,0
06_01_22,15_00_57,retrait_TDS,1
06_01_22,15_01_38,retrait_recepisse,0
06_01_22,15_01_59,retrait_DCEM_TVR_TIV,0
06_01_22,15_02_21,regularisation_sejour,0
06_01_22,16_00_13,depot_1er_TDS,0
06_01_22,16_00_34,renouvelement_TDS,0
06_01_22,16_00_55,retrait_TDS,1
06_01_22,16_01_38,retrait_recepisse,0
06_01_22,16_02_00,retrait_DCEM_TVR_TIV,0
06_01_22,16_02_21,regularisation_sejour,0
06_01_22,17_00_11,depot_1er_TDS,0
06_01_22,17_00_33,renouvelement_TDS,0
06_01_22,17_00_53,retrait_TDS,1
06_01_22,17_01_35,retrait_recepisse,0
06_01_22,17_01_56,retrait_DCEM_TVR_TIV,0
06_01_22,17_02_18,regularisation_sejour,0
06_01_22,18_00_12,depot_1er_TDS,0
06_01_22,18_00_33,renouvelement_TDS,0
06_01_22,18_00_54,retrait_TDS,1
06_01_22,18_01_35,retrait_recepisse,0
06_01_22,18_01_55,retrait_DCEM_TVR_TIV,0
06_01_22,18_02_17,regularisation_sejour,0
06_01_22,19_00_10,depot_1er_TDS,0
06_01_22,19_00_33,renouvelement_TDS,0
06_01_22,19_00_54,retrait_TDS,0
06_01_22,19_01_15,retrait_recepisse,0
06_01_22,19_01_36,retrait_DCEM_TVR_TIV,0
06_01_22,19_01_57,regularisation_sejour,0
06_01_22,20_00_10,depot_1er_TDS,0
06_01_22,20_00_31,renouvelement_TDS,0
06_01_22,20_00_52,retrait_TDS,0
06_01_22,20_01_13,retrait_recepisse,0
06_01_22,20_01_34,retrait_DCEM_TVR_TIV,0
06_01_22,20_01_54,regularisation_sejour,0
06_01_22,21_00_10,depot_1er_TDS,0
06_01_22,21_00_31,renouvelement_TDS,0
06_01_22,21_00_51,retrait_TDS,0
06_01_22,21_01_12,retrait_recepisse,0
06_01_22,21_01_33,retrait_DCEM_TVR_TIV,0
06_01_22,21_01_55,regularisation_sejour,0
06_01_22,22_00_12,depot_1er_TDS,0
06_01_22,22_00_32,renouvelement_TDS,0
06_01_22,22_00_53,retrait_TDS,0
06_01_22,22_01_14,retrait_recepisse,0
06_01_22,22_01_35,retrait_DCEM_TVR_TIV,0
06_01_22,22_01_56,regularisation_sejour,0
06_01_22,23_00_09,depot_1er_TDS,0
06_01_22,23_00_30,renouvelement_TDS,0
06_01_22,23_00_51,retrait_TDS,0
06_01_22,23_01_12,retrait_recepisse,0
06_01_22,23_01_33,retrait_DCEM_TVR_TIV,0
06_01_22,23_01_54,regularisation_sejour,0
06_02_22,00_00_09,depot_1er_TDS,0
06_02_22,00_00_30,renouvelement_TDS,0
06_02_22,00_00_51,retrait_TDS,0
06_02_22,00_01_12,retrait_recepisse,0
06_02_22,00_01_32,retrait_DCEM_TVR_TIV,0
06_02_22,00_01_53,regularisation_sejour,0
06_02_22,01_00_09,depot_1er_TDS,0
06_02_22,01_00_30,renouvelement_TDS,0
06_02_22,01_00_51,retrait_TDS,0
06_02_22,01_01_13,retrait_recepisse,0
06_02_22,01_01_34,retrait_DCEM_TVR_TIV,0
06_02_22,01_01_55,regularisation_sejour,0
06_02_22,02_00_10,depot_1er_TDS,0
06_02_22,02_00_31,renouvelement_TDS,0
06_02_22,02_00_52,retrait_TDS,0
06_02_22,02_01_13,retrait_recepisse,0
06_02_22,02_01_34,retrait_DCEM_TVR_TIV,0
06_02_22,02_01_56,regularisation_sejour,0
06_02_22,03_00_10,depot_1er_TDS,0
06_02_22,03_00_32,renouvelement_TDS,0
06_02_22,03_00_54,retrait_TDS,0
06_02_22,03_01_16,retrait_recepisse,0
06_02_22,03_01_37,retrait_DCEM_TVR_TIV,0
06_02_22,03_01_58,regularisation_sejour,0
06_02_22,04_00_10,depot_1er_TDS,0
06_02_22,04_00_31,renouvelement_TDS,0
06_02_22,04_00_52,retrait_TDS,0
06_02_22,04_01_14,retrait_recepisse,0
06_02_22,04_01_34,retrait_DCEM_TVR_TIV,0
06_02_22,04_01_55,regularisation_sejour,0
06_02_22,05_00_10,depot_1er_TDS,0
06_02_22,05_00_31,renouvelement_TDS,0
06_02_22,05_00_52,retrait_TDS,0
06_02_22,05_01_13,retrait_recepisse,0
06_02_22,05_01_34,retrait_DCEM_TVR_TIV,0
06_02_22,05_01_56,regularisation_sejour,0
06_02_22,06_00_09,depot_1er_TDS,0
06_02_22,06_00_32,renouvelement_TDS,0
06_02_22,06_00_54,retrait_TDS,0
06_02_22,06_01_15,retrait_recepisse,0
06_02_22,06_01_36,retrait_DCEM_TVR_TIV,0
06_02_22,06_01_57,regularisation_sejour,0
06_02_22,07_00_16,depot_1er_TDS,0
06_02_22,07_00_37,renouvelement_TDS,0
06_02_22,07_00_58,retrait_TDS,0
06_02_22,07_01_20,retrait_recepisse,0
06_02_22,07_01_41,retrait_DCEM_TVR_TIV,0
06_02_22,07_02_03,regularisation_sejour,0
06_02_22,08_00_11,depot_1er_TDS,0
06_02_22,08_00_33,renouvelement_TDS,0
06_02_22,08_00_54,retrait_TDS,0
06_02_22,08_01_15,retrait_recepisse,0
06_02_22,08_01_37,retrait_DCEM_TVR_TIV,0
06_02_22,08_01_58,regularisation_sejour,0
06_02_22,09_00_11,depot_1er_TDS,0
06_02_22,09_00_32,renouvelement_TDS,0
06_02_22,09_00_52,retrait_TDS,0
06_02_22,09_01_13,retrait_recepisse,0
06_02_22,09_01_35,retrait_DCEM_TVR_TIV,0
06_02_22,09_01_57,regularisation_sejour,0
06_02_22,10_00_15,depot_1er_TDS,0
06_02_22,10_00_36,renouvelement_TDS,0
06_02_22,10_00_57,retrait_TDS,0
06_02_22,10_01_18,retrait_recepisse,0
06_02_22,10_01_40,retrait_DCEM_TVR_TIV,0
06_02_22,10_02_01,regularisation_sejour,0
06_02_22,11_00_13,depot_1er_TDS,0
06_02_22,11_00_34,renouvelement_TDS,0
06_02_22,11_00_55,retrait_TDS,1
06_02_22,11_01_37,retrait_recepisse,0
06_02_22,11_01_59,retrait_DCEM_TVR_TIV,0
06_02_22,11_02_21,regularisation_sejour,0
06_02_22,12_00_11,depot_1er_TDS,0
06_02_22,12_00_33,renouvelement_TDS,1
06_02_22,12_01_14,retrait_TDS,0
06_02_22,12_01_35,retrait_recepisse,0
06_02_22,12_01_56,retrait_DCEM_TVR_TIV,0
06_02_22,12_02_16,regularisation_sejour,0
06_02_22,13_00_11,depot_1er_TDS,0
06_02_22,13_00_33,renouvelement_TDS,0
06_02_22,13_00_54,retrait_TDS,0
06_02_22,13_01_15,retrait_recepisse,0
06_02_22,13_01_38,retrait_DCEM_TVR_TIV,0
06_02_22,13_01_58,regularisation_sejour,0
06_02_22,14_00_11,depot_1er_TDS,0
06_02_22,14_00_33,renouvelement_TDS,0
06_02_22,14_00_53,retrait_TDS,1
06_02_22,14_01_35,retrait_recepisse,0
06_02_22,14_01_56,retrait_DCEM_TVR_TIV,0
06_02_22,14_02_18,regularisation_sejour,0
06_02_22,15_00_10,depot_1er_TDS,0
06_02_22,15_00_31,renouvelement_TDS,0
06_02_22,15_00_52,retrait_TDS,0
06_02_22,15_01_13,retrait_recepisse,0
06_02_22,15_01_35,retrait_DCEM_TVR_TIV,0
06_02_22,15_01_56,regularisation_sejour,0
06_02_22,16_00_10,depot_1er_TDS,0
06_02_22,16_00_32,renouvelement_TDS,0
06_02_22,16_00_53,retrait_TDS,0
06_02_22,16_01_14,retrait_recepisse,0
06_02_22,16_01_36,retrait_DCEM_TVR_TIV,0
06_02_22,16_01_58,regularisation_sejour,0
06_02_22,17_00_11,depot_1er_TDS,0
06_02_22,17_00_32,renouvelement_TDS,0
06_02_22,17_00_52,retrait_TDS,1
06_02_22,17_01_33,retrait_recepisse,0
06_02_22,17_01_56,retrait_DCEM_TVR_TIV,0
06_02_22,17_02_16,regularisation_sejour,0
06_02_22,18_00_10,depot_1er_TDS,0
06_02_22,18_00_33,renouvelement_TDS,0
06_02_22,18_00_54,retrait_TDS,0
06_02_22,18_01_15,retrait_recepisse,0
06_02_22,18_01_36,retrait_DCEM_TVR_TIV,0
06_02_22,18_01_56,regularisation_sejour,0
06_02_22,20_00_12,depot_1er_TDS,0
06_02_22,20_00_33,renouvelement_TDS,0
06_02_22,20_00_54,retrait_TDS,0
06_02_22,20_01_15,retrait_recepisse,0
06_02_22,20_01_35,retrait_DCEM_TVR_TIV,0
06_02_22,20_01_57,regularisation_sejour,0
06_02_22,21_00_10,depot_1er_TDS,0
06_02_22,21_00_31,renouvelement_TDS,0
06_02_22,21_00_52,retrait_TDS,0
06_02_22,21_01_13,retrait_recepisse,0
06_02_22,21_01_34,retrait_DCEM_TVR_TIV,0
06_02_22,21_01_55,regularisation_sejour,0
06_02_22,22_00_10,depot_1er_TDS,0
06_02_22,22_00_31,renouvelement_TDS,0
06_02_22,22_00_51,retrait_TDS,0
06_02_22,22_01_13,retrait_recepisse,0
06_02_22,22_01_34,retrait_DCEM_TVR_TIV,0
06_02_22,22_01_55,regularisation_sejour,0
06_02_22,23_00_12,depot_1er_TDS,0
06_02_22,23_00_32,renouvelement_TDS,0
06_02_22,23_00_53,retrait_TDS,0
06_02_22,23_01_14,retrait_recepisse,0
06_02_22,23_01_35,retrait_DCEM_TVR_TIV,0
06_02_22,23_01_56,regularisation_sejour,0
06_03_22,00_00_11,depot_1er_TDS,0
06_03_22,00_00_32,renouvelement_TDS,0
06_03_22,00_00_52,retrait_TDS,0
06_03_22,00_01_13,retrait_recepisse,0
06_03_22,00_01_34,retrait_DCEM_TVR_TIV,0
06_03_22,00_01_55,regularisation_sejour,0
06_03_22,01_00_10,depot_1er_TDS,0
06_03_22,01_00_31,renouvelement_TDS,0
06_03_22,01_00_52,retrait_TDS,0
06_03_22,01_01_13,retrait_recepisse,0
06_03_22,01_01_34,retrait_DCEM_TVR_TIV,0
06_03_22,01_01_56,regularisation_sejour,0
06_03_22,02_00_09,depot_1er_TDS,0
06_03_22,02_00_30,renouvelement_TDS,0
06_03_22,02_00_50,retrait_TDS,0
06_03_22,02_01_11,retrait_recepisse,0
06_03_22,02_01_32,retrait_DCEM_TVR_TIV,0
06_03_22,02_01_54,regularisation_sejour,0
06_03_22,03_00_11,depot_1er_TDS,0
06_03_22,03_00_31,renouvelement_TDS,0
06_03_22,03_00_52,retrait_TDS,0
06_03_22,03_01_14,retrait_recepisse,0
06_03_22,03_01_34,retrait_DCEM_TVR_TIV,0
06_03_22,03_01_55,regularisation_sejour,0
06_03_22,04_00_09,depot_1er_TDS,0
06_03_22,04_00_30,renouvelement_TDS,0
06_03_22,04_00_52,retrait_TDS,0
06_03_22,04_01_13,retrait_recepisse,0
06_03_22,04_01_34,retrait_DCEM_TVR_TIV,0
06_03_22,04_01_56,regularisation_sejour,0
06_03_22,05_00_09,depot_1er_TDS,0
06_03_22,05_00_30,renouvelement_TDS,0
06_03_22,05_00_51,retrait_TDS,0
06_03_22,05_01_12,retrait_recepisse,0
06_03_22,05_01_33,retrait_DCEM_TVR_TIV,0
06_03_22,05_01_54,regularisation_sejour,0
06_03_22,06_00_10,depot_1er_TDS,0
06_03_22,06_00_32,renouvelement_TDS,0
06_03_22,06_00_53,retrait_TDS,0
06_03_22,06_01_14,retrait_recepisse,0
06_03_22,06_01_35,retrait_DCEM_TVR_TIV,0
06_03_22,06_01_56,regularisation_sejour,0
06_03_22,07_00_11,depot_1er_TDS,0
06_03_22,07_00_32,renouvelement_TDS,0
06_03_22,07_00_53,retrait_TDS,0
06_03_22,07_01_13,retrait_recepisse,0
06_03_22,07_01_36,retrait_DCEM_TVR_TIV,0
06_03_22,07_01_57,regularisation_sejour,0
06_03_22,08_00_13,depot_1er_TDS,0
06_03_22,08_00_34,renouvelement_TDS,0
06_03_22,08_00_56,retrait_TDS,0
06_03_22,08_01_16,retrait_recepisse,0
06_03_22,08_01_38,retrait_DCEM_TVR_TIV,0
06_03_22,08_01_59,regularisation_sejour,0
06_03_22,09_00_10,depot_1er_TDS,0
06_03_22,09_00_31,renouvelement_TDS,0
06_03_22,09_00_52,retrait_TDS,0
06_03_22,09_01_13,retrait_recepisse,0
06_03_22,09_01_34,retrait_DCEM_TVR_TIV,0
06_03_22,09_01_55,regularisation_sejour,0
06_03_22,10_00_13,depot_1er_TDS,0
06_03_22,10_00_35,renouvelement_TDS,0
06_03_22,10_00_55,retrait_TDS,0
06_03_22,10_01_16,retrait_recepisse,0
06_03_22,10_01_37,retrait_DCEM_TVR_TIV,0
06_03_22,10_01_58,regularisation_sejour,0
06_03_22,11_00_10,depot_1er_TDS,0
06_03_22,11_00_32,renouvelement_TDS,0
06_03_22,11_00_54,retrait_TDS,1
06_03_22,11_01_36,retrait_recepisse,0
06_03_22,11_01_56,retrait_DCEM_TVR_TIV,0
06_03_22,11_02_18,regularisation_sejour,0
06_03_22,12_00_10,depot_1er_TDS,0
06_03_22,12_00_31,renouvelement_TDS,0
06_03_22,12_00_52,retrait_TDS,1
06_03_22,12_01_33,retrait_recepisse,0
06_03_22,12_01_54,retrait_DCEM_TVR_TIV,0
06_03_22,12_02_15,regularisation_sejour,0
06_03_22,13_00_11,depot_1er_TDS,0
06_03_22,13_00_33,renouvelement_TDS,0
06_03_22,13_00_55,retrait_TDS,1
06_03_22,13_01_38,retrait_recepisse,0
06_03_22,13_02_00,retrait_DCEM_TVR_TIV,0
06_03_22,13_02_22,regularisation_sejour,0
06_03_22,14_00_11,depot_1er_TDS,0
06_03_22,14_00_33,renouvelement_TDS,0
06_03_22,14_00_54,retrait_TDS,1
06_03_22,14_01_35,retrait_recepisse,0
06_03_22,14_01_57,retrait_DCEM_TVR_TIV,0
06_03_22,14_02_18,regularisation_sejour,0
06_03_22,15_00_11,depot_1er_TDS,0
06_03_22,15_00_32,renouvelement_TDS,0
06_03_22,15_00_53,retrait_TDS,1
06_03_22,15_01_34,retrait_recepisse,0
06_03_22,15_01_55,retrait_DCEM_TVR_TIV,0
06_03_22,15_02_16,regularisation_sejour,0
06_03_22,16_00_12,depot_1er_TDS,0
06_03_22,16_00_33,renouvelement_TDS,0
06_03_22,16_00_54,retrait_TDS,0
06_03_22,16_01_15,retrait_recepisse,0
06_03_22,16_01_37,retrait_DCEM_TVR_TIV,0
06_03_22,16_01_59,regularisation_sejour,0
06_03_22,17_00_11,depot_1er_TDS,0
06_03_22,17_00_32,renouvelement_TDS,0
06_03_22,17_00_53,retrait_TDS,1
06_03_22,17_01_35,retrait_recepisse,0
06_03_22,17_01_56,retrait_DCEM_TVR_TIV,0
06_03_22,17_02_18,regularisation_sejour,0
06_03_22,18_00_11,depot_1er_TDS,0
06_03_22,18_00_32,renouvelement_TDS,0
06_03_22,18_00_53,retrait_TDS,1
06_03_22,18_01_34,retrait_recepisse,0
06_03_22,18_01_55,retrait_DCEM_TVR_TIV,0
06_03_22,18_02_17,regularisation_sejour,0
06_03_22,19_00_10,depot_1er_TDS,0
06_03_22,19_00_32,renouvelement_TDS,0
06_03_22,19_00_52,retrait_TDS,0
06_03_22,19_01_13,retrait_recepisse,0
06_03_22,19_01_35,retrait_DCEM_TVR_TIV,0
06_03_22,19_01_55,regularisation_sejour,0
06_03_22,20_00_13,depot_1er_TDS,0
06_03_22,20_00_34,renouvelement_TDS,0
06_03_22,20_00_55,retrait_TDS,0
06_03_22,20_01_17,retrait_recepisse,0
06_03_22,20_01_37,retrait_DCEM_TVR_TIV,0
06_03_22,20_01_58,regularisation_sejour,0
06_03_22,21_00_13,depot_1er_TDS,0
06_03_22,21_00_34,renouvelement_TDS,0
06_03_22,21_00_55,retrait_TDS,0
06_03_22,21_01_15,retrait_recepisse,0
06_03_22,21_01_36,retrait_DCEM_TVR_TIV,0
06_03_22,21_01_57,regularisation_sejour,0
06_03_22,22_00_10,depot_1er_TDS,0
06_03_22,22_00_31,renouvelement_TDS,0
06_03_22,22_00_52,retrait_TDS,0
06_03_22,22_01_12,retrait_recepisse,0
06_03_22,22_01_33,retrait_DCEM_TVR_TIV,0
06_03_22,22_01_54,regularisation_sejour,0
06_03_22,23_00_09,depot_1er_TDS,0
06_03_22,23_00_30,renouvelement_TDS,0
06_03_22,23_00_51,retrait_TDS,0
06_03_22,23_01_11,retrait_recepisse,0
06_03_22,23_01_32,retrait_DCEM_TVR_TIV,0
06_03_22,23_01_53,regularisation_sejour,0
06_04_22,00_00_10,depot_1er_TDS,0
06_04_22,00_00_31,renouvelement_TDS,0
06_04_22,00_00_53,retrait_TDS,0
06_04_22,00_01_14,retrait_recepisse,0
06_04_22,00_01_36,retrait_DCEM_TVR_TIV,0
06_04_22,00_01_56,regularisation_sejour,0
06_04_22,01_00_11,depot_1er_TDS,0
06_04_22,01_00_31,renouvelement_TDS,0
06_04_22,01_00_53,retrait_TDS,0
06_04_22,01_01_14,retrait_recepisse,0
06_04_22,01_01_35,retrait_DCEM_TVR_TIV,0
06_04_22,01_01_56,regularisation_sejour,0
06_04_22,02_00_09,depot_1er_TDS,0
06_04_22,02_00_30,renouvelement_TDS,0
06_04_22,02_00_50,retrait_TDS,0
06_04_22,02_01_11,retrait_recepisse,0
06_04_22,02_01_32,retrait_DCEM_TVR_TIV,0
06_04_22,02_01_53,regularisation_sejour,0
06_04_22,03_00_10,depot_1er_TDS,0
06_04_22,03_00_32,renouvelement_TDS,0
06_04_22,03_00_54,retrait_TDS,0
06_04_22,03_01_15,retrait_recepisse,0
06_04_22,03_01_37,retrait_DCEM_TVR_TIV,0
06_04_22,03_01_58,regularisation_sejour,0
06_04_22,04_00_10,depot_1er_TDS,0
06_04_22,04_00_31,renouvelement_TDS,0
06_04_22,04_00_52,retrait_TDS,0
06_04_22,04_01_13,retrait_recepisse,0
06_04_22,04_01_34,retrait_DCEM_TVR_TIV,0
06_04_22,04_01_55,regularisation_sejour,0
06_04_22,05_00_10,depot_1er_TDS,0
06_04_22,05_00_31,renouvelement_TDS,0
06_04_22,05_00_52,retrait_TDS,0
06_04_22,05_01_13,retrait_recepisse,0
06_04_22,05_01_34,retrait_DCEM_TVR_TIV,0
06_04_22,05_01_54,regularisation_sejour,0
06_04_22,06_00_10,depot_1er_TDS,0
06_04_22,06_00_33,renouvelement_TDS,0
06_04_22,06_00_54,retrait_TDS,0
06_04_22,06_01_14,retrait_recepisse,0
06_04_22,06_01_38,retrait_DCEM_TVR_TIV,0
06_04_22,06_01_58,regularisation_sejour,0
06_04_22,07_00_09,depot_1er_TDS,0
06_04_22,07_00_30,renouvelement_TDS,0
06_04_22,07_00_51,retrait_TDS,0
06_04_22,07_01_15,retrait_recepisse,0
06_04_22,07_01_36,retrait_DCEM_TVR_TIV,0
06_04_22,07_01_56,regularisation_sejour,0
06_04_22,08_00_09,depot_1er_TDS,0
06_04_22,08_00_29,renouvelement_TDS,0
06_04_22,08_00_53,retrait_TDS,0
06_04_22,08_01_14,retrait_recepisse,0
06_04_22,08_01_34,retrait_DCEM_TVR_TIV,0
06_04_22,08_01_55,regularisation_sejour,0
06_04_22,09_00_12,depot_1er_TDS,0
06_04_22,09_00_33,renouvelement_TDS,0
06_04_22,09_00_54,retrait_TDS,0
06_04_22,09_01_15,retrait_recepisse,0
06_04_22,09_01_36,retrait_DCEM_TVR_TIV,0
06_04_22,09_01_58,regularisation_sejour,0
06_04_22,10_00_16,depot_1er_TDS,0
06_04_22,10_00_37,renouvelement_TDS,0
06_04_22,10_00_58,retrait_TDS,0
06_04_22,10_01_19,retrait_recepisse,0
06_04_22,10_01_40,retrait_DCEM_TVR_TIV,0
06_04_22,10_02_01,regularisation_sejour,0
06_04_22,11_00_15,depot_1er_TDS,0
06_04_22,11_00_36,renouvelement_TDS,0
06_04_22,11_00_57,retrait_TDS,0
06_04_22,11_01_18,retrait_recepisse,0
06_04_22,11_01_40,retrait_DCEM_TVR_TIV,0
06_04_22,11_02_00,regularisation_sejour,0
06_04_22,12_00_12,depot_1er_TDS,0
06_04_22,12_00_33,renouvelement_TDS,0
06_04_22,12_00_53,retrait_TDS,0
06_04_22,12_01_14,retrait_recepisse,0
06_04_22,12_01_36,retrait_DCEM_TVR_TIV,0
06_04_22,12_01_57,regularisation_sejour,0
06_04_22,13_00_09,depot_1er_TDS,0
06_04_22,13_00_30,renouvelement_TDS,0
06_04_22,13_00_53,retrait_TDS,0
06_04_22,13_01_14,retrait_recepisse,0
06_04_22,13_01_35,retrait_DCEM_TVR_TIV,0
06_04_22,13_02_00,regularisation_sejour,0
06_04_22,14_00_10,depot_1er_TDS,0
06_04_22,14_00_31,renouvelement_TDS,0
06_04_22,14_00_51,retrait_TDS,0
06_04_22,14_01_12,retrait_recepisse,0
06_04_22,14_01_33,retrait_DCEM_TVR_TIV,0
06_04_22,14_01_54,regularisation_sejour,0
06_04_22,16_41_30,depot_1er_TDS,0
06_04_22,16_41_53,renouvelement_TDS,0
06_04_22,16_42_14,retrait_TDS,0
06_04_22,16_42_35,retrait_recepisse,0
06_04_22,16_42_56,retrait_DCEM_TVR_TIV,0
06_04_22,16_43_17,regularisation_sejour,0
06_04_22,17_00_09,depot_1er_TDS,0
06_04_22,17_00_31,renouvelement_TDS,0
06_04_22,17_00_52,retrait_TDS,0
06_04_22,17_01_15,retrait_recepisse,0
06_04_22,17_01_36,retrait_DCEM_TVR_TIV,0
06_04_22,17_01_58,regularisation_sejour,0
06_04_22,18_00_09,depot_1er_TDS,0
06_04_22,18_00_31,renouvelement_TDS,0
06_04_22,18_00_52,retrait_TDS,0
06_04_22,18_01_15,retrait_recepisse,0
06_04_22,18_01_37,retrait_DCEM_TVR_TIV,0
06_04_22,18_01_58,regularisation_sejour,0
06_04_22,19_00_08,depot_1er_TDS,0
06_04_22,19_00_30,renouvelement_TDS,0
06_04_22,19_00_51,retrait_TDS,0
06_04_22,19_01_13,retrait_recepisse,0
06_04_22,19_01_34,retrait_DCEM_TVR_TIV,0
06_04_22,19_01_58,regularisation_sejour,0
06_04_22,21_00_11,depot_1er_TDS,0
06_04_22,21_00_32,renouvelement_TDS,0
06_04_22,21_00_52,retrait_TDS,0
06_04_22,21_01_15,retrait_recepisse,0
06_04_22,21_01_36,retrait_DCEM_TVR_TIV,0
06_04_22,21_01_57,regularisation_sejour,0
06_04_22,22_00_09,depot_1er_TDS,0
06_04_22,22_00_30,renouvelement_TDS,0
06_04_22,22_00_52,retrait_TDS,0
06_04_22,22_01_13,retrait_recepisse,0
06_04_22,22_01_35,retrait_DCEM_TVR_TIV,0
06_04_22,22_01_57,regularisation_sejour,0
06_04_22,23_00_11,depot_1er_TDS,0
06_04_22,23_00_32,renouvelement_TDS,0
06_04_22,23_00_52,retrait_TDS,0
06_04_22,23_01_17,retrait_recepisse,0
06_04_22,23_01_38,retrait_DCEM_TVR_TIV,0
06_04_22,23_01_59,regularisation_sejour,0
06_05_22,00_00_09,depot_1er_TDS,0
06_05_22,00_00_30,renouvelement_TDS,0
06_05_22,00_00_52,retrait_TDS,0
06_05_22,00_01_13,retrait_recepisse,0
06_05_22,00_01_35,retrait_DCEM_TVR_TIV,0
06_05_22,00_01_57,regularisation_sejour,0
06_05_22,15_15_58,depot_1er_TDS,0
06_05_22,15_16_19,renouvelement_TDS,0
06_05_22,15_16_40,retrait_TDS,0
06_05_22,15_17_01,retrait_recepisse,0
06_05_22,15_17_22,retrait_DCEM_TVR_TIV,0
06_05_22,15_17_43,regularisation_sejour,0
06_05_22,16_00_08,depot_1er_TDS,0
06_05_22,16_00_29,renouvelement_TDS,0
06_05_22,16_00_50,retrait_TDS,0
06_05_22,16_01_12,retrait_recepisse,0
06_05_22,16_01_33,retrait_DCEM_TVR_TIV,0
06_05_22,16_01_54,regularisation_sejour,0
